original_sentence,perturb_n1,perturb_n2,perturb_n3
"Husain Mohammad , the father of Latifun Nisan , was the son of Mohammad Jamal ibn Mohammad Adam ibn Zainuddin ibn Moinuddin ibn Qazi Fatehullah from Tijara .","Husain Mohammad , the father of Latifun nissan , was the son of Mohammad Jamal ibn Mohammad Adam ibn Zainuddin ibn Moinuddin ibn Qazi Fatehullah from Tijara .","Husain mohammed , the father of Latifun Nisan , was the son of mohammed Jamal ibn mohammed cristal ibn Zainuddin ibn Moinuddin ibn Qazi Fatehullah from Tijara .","Husain mahound , the father of Latifun nissan , was the boy of mahound Jamal ibn mahound Adam ibn Zainuddin ibn Moinuddin ibn Qazi Fatehullah from Tijara ."
"There is a continental climate on the Werderaner Wachtelberg , affected by the Atlantic climate from the north and west and a temperate climate from the east .","There is a continental clime on the Werderaner Wachtelberg , affected by the Atlantic clime from the north and west and a temperate clime from the east .","There is a continental climate on the Werderaner Wachtelberg , affected by the atlantic ocean climate from the north and west and a temperate climate from the eastern united states .","on that point is a continental climate on the Werderaner Wachtelberg , affected by the atlantic climate from the north and west and a temperate climate from the orient ."
"The Banu Harith ( or , ) is one of the Jewish tribes of Arabia that once ruled the city of Najran , which is now in southern Saudi Arabia .","The Banu Harith ( or , ) is one of the Jewish tribes of Arabia that once ruled the city of Najran , which is now in southerly Saudi Arabia .","The Banu Harith ( or , ) is one of the jewish kindred of Arabia that once ruled the city of Najran , which is now in southern Saudi Arabia .","The Banu Harith ( or , ) is  of the Jewish kindred of Arabia that once ruled the city of Najran , which is now in southerly Saudi Arabia ."
"The 8 talukas of this district are Devgad , Kankavli , Vengurla , Kudal , Sawantwadi , Malvan and Dodamarg and Vaibhavwadi .","The 8 talukas of this zone are Devgad , Kankavli , Vengurla , Kudal , Sawantwadi , Malvan and Dodamarg and Vaibhavwadi .","The octonary talukas of this territory are Devgad , Kankavli , Vengurla , Kudal , Sawantwadi , Malvan and Dodamarg and Vaibhavwadi .","The eighter talukas of this territorial dominion are Devgad , Kankavli , Vengurla , Kudal , Sawantwadi , Malvan and Dodamarg and Vaibhavwadi ."
"Crispulo Zamora married in 1892 the silversmith Pelagia ( 1871 -- 1922 ) , a classmate with whom she had seven children .","Crispulo Zamora married in 1892 the silversmith Pelagia ( 1871 -- 1922 ) , a classmate with whom she had sevener children .","Crispulo Zamora marital in 1892 the silversmith Pelagia ( 1871 -- 1922 ) , a classmate with whom she had septet children .","Crispulo Zamora get hitched with in 1892 the silverworker Pelagia ( 1871 -- 1922 ) , a classmate with whom she had seven small fry ."
"Meanwhile , the young Ben Cameron idolizes a picture of Elsie Stoneman .","Meanwhile , the young ben Cameron idolizes a picture of Elsie Stoneman .","in the meantime , the unseasoned Ben Cameron idolizes a picture of Elsie Stoneman .","in the meantime , the young ben Cameron idolize a picture of Elsie Stoneman ."
"In 1912 , Vickers had left Pratt to work for J. Samuel White in Cowes .","In 1912 , Vickers had left Pratt to work for J. Samuel White in cow .","inwards 1912 , Vickers had left Pratt to work for J. samuel White in Cowes .","In 1912 , Vickers had leave alone Pratt to work for J. samuel White in cow ."
The Major A premiership is currently held by the Major League in Pine Hills Lightning and Runcorn Indians in the Pacific League .,The Major A premiership is currently held by the Major League in Pine Hills Lightning and Runcorn indian in the Pacific League .,The Major A premiership is presently held by the Major League in Pine Hills Lightning and Runcorn indian in the Pacific League .,The Major A premiership is presently held by the Major League in languish Hills Lightning and Runcorn Indians in the pacific ocean League .
"After 1873 , as part of national banditry , he was covered by the social media .","After 1873 , as part of national banditry , he was get over by the social media .","later 1873 , as part of national banditry , he was covered by the mixer media .","After 1873 , as part of national banditry , he was pass over by the societal sensitive ."
"Grant holds several records in multiple categories for Utah , including many all-time records , such as :","Grant defend several records in multiple categories for Utah , including many all-time records , such as :","Grant holds various commemorate in multiple categories for Utah , including many all-time commemorate , such as :","allow holds several records in multiple categories for beehive state , admit many all-time records , such as :"
"French Island is a very small uninhabited island located northwest of Barrallier Island in Victoria , Australia .","French island is a very small uninhabited island located northwest of Barrallier island in Victoria , Australia .","daniel chester french Island is a very modest uninhabited island located northwest of Barrallier Island in Victoria , Australia .","French Island is a very lowly uninhabited island turn up northwestern united states of Barrallier Island in Victoria , Australia ."
Mo'ayyad Omar Suleiman Abu Keshek is a Jordanian footballer of Palestinian origin who plays for Silwan SC in Palestine .,Mo'ayyad Omar Suleiman Abu Keshek is a Jordanian footballer of Palestinian origin who romp for Silwan SC in Palestine .,Mo'ayyad Omar Suleiman Abu Keshek is a jordanian footballer of palestinian arab origin who plays for Silwan SC in Palestine .,Mo'ayyad Omar Suleiman Abu Keshek is a jordanian football player of palestinian arab origin who plays for Silwan SC in Palestine .
Lex Luthor was also replaced as Scott Wells by Sherman Howard .,Lex Luthor was also replaced as Scott Wells by roger sherman Howard .,Lex Luthor was also substitute as Scott well by Sherman Howard .,Lex Luthor was too replaced as Scott h g wells by Sherman howard .
"I created Sidney Nolan figures in a Francis Bacon landscape , with stunts inspired by Jean Cocteau .","I produce Sidney Nolan figures in a Francis Bacon landscape , with stunts inspired by Jean Cocteau .","I created Sidney Nolan figures in a Francis sir francis bacon landscape , with stunts inspired by Jean cocteau .","I make Sidney Nolan figures in a Francis Bacon landscape , with stunts inspired by denim jean cocteau ."
"It shows 362 different old wood species , bushes and 236 different species of fruit trees .","it shows 362 different old wood species , bushes and 236 different species of fruit trees .","It shows 362 different old wood species , scrub and 236 different species of yield trees .","information technology shows 362 different honest to goodness wood species , bushes and 236 different species of yield trees ."
This species occurs in the demersal zone of the Pacific Ocean from Costa Rica to Nicaragua .,This species occurs in the demersal zone of the Pacific Ocean from rib Rica to Nicaragua .,This species come about in the demersal zone of the Pacific ocean from Costa Rica to Nicaragua .,This species fall out in the demersal zone of the Pacific Ocean from rib Rica to republic of nicaragua .
